"Nº pers","% HorTbjo","Casilla selección empleado a t","Porcentaje_HTrab"
18238,100,"No",100
18237,100,"No",100
18236,100,"No",100
18248,100,"No",100
18247,100,"No",100
18246,100,"No",100
18245,100,"No",100
18243,100,"No",100
18253,100,"No",100
18252,100,"No",100
18251,60,"Sí",60
18250,100,"No",100
18249,100,"No",100
18259,100,"No",100
18258,100,"No",100
18257,100,"No",100
18256,100,"No",100
18254,72.97,"Sí",73
18264,25,"Sí",25
18263,100,"No",100
18262,15,"Sí",15
18261,100,"No",100
18260,100,"No",100
18269,100,"No",100
18268,100,"No",100
18267,25,"Sí",25
18266,100,"No",100
18265,100,"No",100
18275,100,"No",100
18274,100,"No",100
18273,100,"No",100
18272,25,"Sí",25
18271,100,"Sí",100
18281,100,"No",100
18279,73.33,"Sí",73
18278,100,"No",100
18277,100,"No",100
18276,100,"No",100
18287,100,"No",100
18286,100,"No",100
18285,100,"No",100
18284,50,"Sí",50
18282,15,"Sí",15
18294,100,"No",100
18292,86.67,"Sí",87
18290,100,"Sí",100
18289,100,"No",100
18288,100,"No",100
18301,100,"No",100
18299,90.99,"Sí",91
18298,100,"No",100
18296,100,"No",100
18295,100,"No",100
18307,100,"No",100
18306,100,"No",100
18305,100,"No",100
18304,100,"No",100
18302,73.33,"Sí",73
18314,100,"No",100
18313,100,"No",100
18312,100,"No",100
18309,100,"No",100
18308,100,"No",100
18322,100,"No",100
18320,100,"No",100
18319,100,"No",100
18318,100,"No",100
18317,66.67,"Sí",67
18330,100,"No",100
18329,100,"No",100
18328,100,"No",100
18327,100,"No",100
18324,100,"No",100
18337,100,"No",100
18336,100,"Sí",100
18334,100,"No",100
18333,100,"No",100
18331,100,"No",100
18342,100,"Sí",100
18341,100,"No",100
18340,100,"No",100
18339,18,"Sí",18
18338,15,"Sí",15
18348,100,"No",100
18347,100,"No",100
18346,25,"Sí",25
18345,100,"No",100
18343,100,"No",100
18356,100,"No",100
18354,100,"No",100
18352,100,"No",100
18351,100,"No",100
18350,100,"No",100
18361,100,"No",100
18360,100,"No",100
18359,100,"No",100
18358,100,"No",100
18357,100,"No",100
18366,66.67,"Sí",67
18365,25,"Sí",25
18364,100,"No",100
18363,100,"No",100
18362,18,"Sí",18
18372,25,"Sí",25
18371,100,"No",100
18370,100,"No",100
18369,100,"No",100
18368,50,"Sí",50
18380,100,"No",100
18378,50,"Sí",50
18376,25,"Sí",25
18374,100,"No",100
18373,100,"No",100
18385,100,"No",100
18384,100,"No",100
18383,90.99,"Sí",91
18382,100,"No",100
18381,25,"Sí",25
18391,100,"No",100
18390,25,"Sí",25
18388,100,"No",100
18387,25,"Sí",25
18386,25,"Sí",25
18396,100,"No",100
18395,100,"No",100
18394,100,"No",100
18393,100,"No",100
18392,100,"No",100
18402,25,"Sí",25
18400,100,"No",100
18399,100,"No",100
18398,100,"No",100
18397,25,"Sí",25
18413,100,"No",100
18412,100,"No",100
18409,100,"Sí",100
18408,100,"No",100
18403,100,"No",100
18419,100,"No",100
18417,100,"No",100
18416,100,"No",100
18415,20,"Sí",20
18414,100,"No",100
18427,100,"No",100
18425,25,"Sí",25
18423,25,"Sí",25
18422,100,"No",100
18420,100,"No",100
18433,100,"No",100
18432,100,"No",100
18431,100,"No",100
18429,100,"No",100
18428,100,"No",100
18439,100,"No",100
18438,100,"No",100
18436,100,"No",100
18435,100,"Sí",100
18434,15,"Sí",15
18447,100,"No",100
18444,100,"No",100
18442,15,"Sí",15
18441,100,"No",100
18440,100,"No",100
18456,100,"No",100
18451,20,"Sí",20
18450,100,"No",100
18449,100,"No",100
18448,100,"No",100
18465,100,"No",100
18464,100,"No",100
18461,100,"No",100
18459,100,"No",100
18458,100,"No",100
18471,100,"No",100
18469,100,"No",100
18468,100,"No",100
18467,100,"No",100
18466,100,"No",100
18478,25,"Sí",25
18477,25,"Sí",25
18476,100,"No",100
18474,100,"No",100
18472,100,"No",100
18487,100,"No",100
18486,18,"Sí",18
18482,100,"No",100
18481,100,"No",100
18479,100,"No",100
18498,25,"Sí",25
18494,100,"No",100
18492,100,"No",100
18489,100,"No",100
18488,100,"No",100
18504,100,"No",100
18503,100,"No",100
18501,100,"No",100
18500,100,"No",100
18499,15,"Sí",15
18511,100,"No",100
18510,100,"No",100
18507,100,"No",100
18506,100,"No",100
18505,100,"No",100
18516,100,"No",100
18515,100,"No",100
18514,100,"No",100
18513,100,"No",100
18512,100,"No",100
18524,100,"No",100
18520,100,"No",100
18519,100,"No",100
18518,100,"No",100
18517,100,"No",100
18529,100,"No",100
18528,100,"No",100
18527,72.97,"Sí",73
18526,100,"No",100
18525,100,"No",100
18534,100,"No",100
18533,100,"No",100
18532,100,"No",100
18531,100,"No",100
18530,100,"No",100
18540,100,"No",100
18539,100,"No",100
18538,100,"No",100
18536,100,"No",100
18535,100,"No",100
18545,100,"No",100
18544,100,"No",100
18543,100,"No",100
18542,100,"No",100
18541,100,"No",100
18550,85.71,"Sí",86
18549,100,"No",100
18548,100,"No",100
18547,100,"No",100
18546,100,"No",100
18564,100,"No",100
18563,100,"No",100
18562,100,"No",100
18554,100,"No",100
18551,100,"No",100
18578,100,"No",100
18576,100,"No",100
18575,50,"Sí",50
18568,100,"No",100
18567,100,"No",100
18583,100,"No",100
18582,50,"Sí",50
18581,100,"No",100
18580,100,"No",100
18579,66.66,"Sí",67
18590,100,"No",100
18589,100,"No",100
18588,100,"No",100
18586,100,"No",100
18585,100,"No",100
18606,100,"No",100
18600,100,"No",100
18596,100,"No",100
18593,100,"No",100
18591,100,"No",100
18618,100,"No",100
18617,100,"No",100
18612,100,"No",100
18609,100,"No",100
18607,100,"No",100
18633,100,"No",100
18629,100,"No",100
18621,100,"No",100
18620,100,"No",100
18619,66.67,"Sí",67
18680,100,"No",100
18679,100,"No",100
18674,100,"No",100
18666,100,"No",100
18654,100,"No",100
18689,100,"No",100
18688,100,"No",100
18687,100,"No",100
18686,100,"No",100
18684,100,"No",100
18723,100,"No",100
18705,100,"No",100
18701,100,"No",100
18700,100,"No",100
18696,100,"No",100
18763,100,"No",100
18759,100,"No",100
18758,100,"No",100
18754,75,"Sí",75
18725,100,"No",100
18793,100,"No",100
18776,100,,100
18772,100,"No",100
18769,86.67,"Sí",87
18767,100,"No",100
18826,100,"No",100
18824,100,"No",100
18808,100,"No",100
18806,100,"No",100
18803,100,"No",100
18844,100,"No",100
18843,100,"Sí",100
18839,100,,100
18831,100,"No",100
18827,100,"No",100
18850,100,"No",100
18849,100,"No",100
18848,100,"No",100
18847,100,"No",100
18846,100,"No",100
18919,75,"Sí",75
18904,100,"No",100
18877,100,"No",100
18875,75,"Sí",75
18858,100,"No",100
18935,100,"No",100
18934,100,"No",100
18933,100,"No",100
18932,100,,100
18930,100,"No",100
18946,100,"No",100
18944,100,"No",100
18942,100,"No",100
18941,100,"No",100
18939,100,"No",100
18959,100,"No",100
18953,100,"No",100
18952,100,"No",100
18949,100,"No",100
18948,50,"Sí",50
18978,100,"No",100
18977,100,"No",100
18972,100,"No",100
18970,100,"No",100
18964,100,"No",100
18996,100,"No",100
18993,100,"No",100
18983,100,"No",100
18981,100,"No",100
18979,100,"No",100
19019,100,"Sí",100
19008,100,"No",100
19007,100,"No",100
19003,100,"No",100
18998,100,"No",100
19034,100,"No",100
19031,100,"No",100
19029,100,"No",100
19028,100,"No",100
19023,100,"No",100
19049,100,"No",100
19048,100,"No",100
19045,100,"No",100
19043,100,"No",100
19042,100,"No",100
19068,100,"Sí",100
19063,100,"No",100
19062,100,"No",100
19055,100,"No",100
19050,75,"Sí",75
19102,100,"No",100
19095,100,"No",100
19092,100,"No",100
19075,100,"No",100
19069,100,"No",100
19133,100,,100
19132,100,"No",100
19128,100,"No",100
19121,100,"No",100
19118,100,"No",100
19155,100,"No",100
19154,100,"No",100
19143,100,"No",100
19135,100,"No",100
19134,100,"No",100
19182,100,"No",100
19180,100,"No",100
19175,100,"No",100
19173,100,"No",100
19157,100,"No",100
19196,100,"No",100
19193,100,"No",100
19187,100,"No",100
19186,100,"No",100
19183,100,"No",100
19203,100,"No",100
19202,73.33,"Sí",73
19201,100,"No",100
19199,100,"No",100
19197,100,"No",100
19211,100,"No",100
19210,100,"No",100
19209,100,"No",100
19207,100,"No",100
19206,100,"No",100
19317,100,"No",100
19310,100,"No",100
19309,100,,100
19214,100,"No",100
19213,100,"No",100
19335,33.33,"Sí",33
19334,100,"No",100
19333,100,"No",100
19319,100,"No",100
19318,100,"No",100
19340,100,"No",100
19339,100,"No",100
19338,50,"Sí",50
19337,100,"No",100
19336,100,"No",100
19347,50,"Sí",50
19346,100,"No",100
19345,100,"No",100
19344,100,"No",100
19342,66.67,"Sí",67
19352,100,"No",100
19351,100,"No",100
19350,66.71,"Sí",67
19349,100,"No",100
19348,100,"No",100
19370,100,"No",100
19367,100,"No",100
19364,100,"No",100
19355,100,"No",100
19353,100,"No",100
19380,100,"No",100
19376,100,"No",100
19375,100,"No",100
19374,100,"No",100
19373,100,"No",100
19392,100,"No",100
19391,26.67,"Sí",27
19390,100,"No",100
19388,100,"No",100
19384,100,"No",100
19406,100,"No",100
19405,50,"Sí",50
19403,100,"No",100
19401,100,"No",100
19398,66.67,"Sí",67
19413,100,"No",100
19411,100,"No",100
19409,100,"No",100
19408,100,"No",100
19407,100,"No",100
19422,100,"No",100
19421,100,"No",100
19418,100,"No",100
19417,100,"No",100
19414,100,"No",100
19435,100,"Sí",100
19432,100,"Sí",100
19431,100,"No",100
19427,50,"Sí",50
19424,100,"No",100
19454,100,"No",100
19448,100,"No",100
19440,100,"No",100
19438,100,"No",100
19436,100,"No",100
19465,100,"No",100
19461,100,"No",100
19460,57.43,"Sí",57
19459,100,"No",100
19458,66.67,"Sí",67
19533,100,"No",100
19530,100,"No",100
19529,100,"No",100
19526,100,"No",100
19466,100,"No",100
19548,100,"No",100
19546,100,"No",100
19542,100,"No",100
19536,100,"No",100
19534,100,"No",100
19572,100,"No",100
19559,100,"No",100
19558,100,"No",100
19554,100,"No",100
19549,100,"No",100
19590,100,"No",100
19585,100,"No",100
19582,100,"No",100
19581,100,"No",100
19574,100,"No",100
19597,100,"Sí",100
19596,100,"No",100
19595,100,"No",100
19594,100,"No",100
19592,100,"No",100
19603,100,"No",100
19602,100,"No",100
19601,100,"No",100
19600,100,"No",100
19599,100,"No",100
19619,100,"No",100
19618,100,"No",100
19617,100,"No",100
19608,100,"No",100
19604,100,"No",100
19634,100,"No",100
19631,100,"No",100
19630,100,"No",100
19623,100,"No",100
19620,100,"No",100
19659,50,"Sí",50
19657,100,"No",100
19656,100,"No",100
19642,73.33,"Sí",73
19636,100,"No",100
19665,71.42,"Sí",71
19664,100,"No",100
19663,100,"No",100
19662,100,"Sí",100
19661,100,"No",100
19681,100,"No",100
19676,100,"No",100
19671,100,"No",100
19670,100,"No",100
19668,100,"No",100
19689,100,"No",100
19687,100,"No",100
19685,100,"No",100
19683,100,"No",100
19682,100,"No",100
19703,100,"No",100
19702,100,"No",100
19701,100,"No",100
19700,100,"No",100
19695,100,"No",100
19732,100,"No",100
19731,100,"No",100
19722,100,"No",100
19720,100,"No",100
19719,100,"No",100
19743,100,"No",100
19742,100,"No",100
19741,100,"No",100
19738,100,"No",100
19736,86.67,"Sí",87
19778,100,"No",100
19768,100,"No",100
19761,100,"No",100
19759,100,"No",100
19752,100,"No",100
19797,100,"No",100
19791,100,,100
19788,100,"No",100
19784,100,"No",100
19783,100,"No",100
19857,100,"No",100
19844,100,"No",100
19840,100,"No",100
19828,30,"Sí",30
19819,100,"No",100
19927,100,"No",100
19892,43.24,"Sí",43
19873,100,"No",100
19871,100,"No",100
19867,100,"No",100
19990,100,"No",100
19989,100,"No",100
19986,100,"No",100
19979,100,"No",100
19957,100,"No",100
20009,75,"Sí",75
20004,100,"No",100
19996,50,"Sí",50
19992,100,"No",100
19991,100,"No",100
20024,100,"No",100
20020,50,"Sí",50
20017,100,"No",100
20016,100,"No",100
20011,100,"No",100
20040,73.33,"Sí",73
20033,25,"Sí",25
20030,100,"No",100
20029,100,"No",100
20028,40,"Sí",40
20070,75,"Sí",75
20059,100,"No",100
20050,66.66,"Sí",67
20047,100,"No",100
20044,100,"No",100
20109,100,"No",100
20102,100,"No",100
20086,100,"No",100
20083,100,"No",100
20077,100,"No",100
20120,100,,100
20115,66.67,"Sí",67
20112,100,"No",100
20111,100,"No",100
20110,100,"Sí",100
20131,100,"No",100
20130,100,"No",100
20125,100,"No",100
20124,100,"No",100
20121,100,"No",100
20136,100,"No",100
20135,100,"No",100
20134,100,"No",100
20133,50,"Sí",50
20132,100,"No",100
20149,100,"No",100
20146,100,"No",100
20144,100,"No",100
20142,100,"No",100
20137,100,"No",100
20166,100,"No",100
20163,100,"No",100
20159,100,"No",100
20156,100,"No",100
20151,100,"No",100
20184,100,"No",100
20183,100,"No",100
20181,100,"No",100
20170,100,"No",100
20167,100,"No",100
20198,100,"No",100
20195,100,"No",100
20193,100,"No",100
20186,100,"No",100
20185,100,"No",100
20217,100,"No",100
20210,100,"No",100
20209,100,"No",100
20204,100,"No",100
20203,100,"No",100
20249,100,"No",100
20245,100,"No",100
20236,100,"No",100
20233,100,"No",100
20228,100,"No",100
20262,100,"No",100
20261,100,"No",100
20255,100,"No",100
20254,100,"No",100
20253,100,"No",100
20286,100,"No",100
20267,100,"No",100
20266,100,"No",100
20265,100,"No",100
20264,27.02,"Sí",27
20314,100,"No",100
20305,100,"No",100
20303,100,"No",100
20295,100,"No",100
20294,100,"No",100
20329,100,"No",100
20323,100,"No",100
20321,50,"Sí",50
20320,100,"No",100
20316,100,"No",100
20339,100,"No",100
20335,100,"No",100
20333,100,"No",100
20331,100,"No",100
20330,100,"No",100
20415,100,"Sí",100
20406,33.33,"Sí",33
20356,100,"No",100
20353,100,"No",100
20343,100,"No",100
20426,100,"No",100
20425,100,"No",100
20423,66.67,"Sí",67
20421,100,"No",100
20420,100,"No",100
20436,100,"No",100
20433,100,"No",100
20431,100,"No",100
20429,100,"No",100
20427,100,"No",100
20450,100,"No",100
20448,100,"No",100
20447,25,"Sí",25
20439,100,"No",100
20437,100,"No",100
20463,100,"No",100
20460,100,"No",100
20459,50,"Sí",50
20456,100,"No",100
20451,100,"No",100
20476,100,"No",100
20473,50,"Sí",50
20470,100,"Sí",100
20469,100,"No",100
20468,100,"No",100
20492,100,"No",100
20488,100,"No",100
20487,100,"No",100
20481,50,"Sí",50
20477,100,"Sí",100
20505,100,"No",100
20503,100,"No",100
20502,85,"Sí",85
20501,100,"No",100
20495,100,"No",100
20533,100,"No",100
20525,26.66,"Sí",27
20519,100,"No",100
20512,100,"No",100
20507,100,"No",100
20558,100,"No",100
20557,100,"No",100
20544,100,"No",100
20541,100,"No",100
20535,100,"No",100
20586,100,"No",100
20578,100,"No",100
20569,100,"No",100
20568,75,"Sí",75
20564,100,"No",100
20622,100,"No",100
20613,100,"No",100
20610,100,"No",100
20608,100,"No",100
20587,100,"No",100
20634,100,"No",100
20631,100,"No",100
20629,100,"No",100
20625,100,"No",100
20624,100,"No",100
20670,100,"No",100
20668,100,"No",100
20661,100,"No",100
20657,100,"No",100
20644,100,"No",100
20695,100,"No",100
20689,100,"No",100
20682,100,"No",100
20677,100,"No",100
20674,100,"No",100
20706,100,"No",100
20705,100,"No",100
20699,100,"No",100
20697,100,"No",100
20696,100,"No",100
20721,100,"No",100
20713,100,"No",100
20712,100,"No",100
20710,100,"No",100
20708,100,"No",100
20736,100,"No",100
20731,100,"No",100
20724,100,"No",100
20723,100,"No",100
20722,100,"No",100
20755,100,"No",100
20751,100,"No",100
20741,100,"No",100
20739,53.33,"Sí",53
20738,100,"No",100
20767,100,"No",100
20766,100,"No",100
20765,50,"Sí",50
20764,100,"Sí",100
20757,100,"No",100
20784,100,"No",100
20781,100,"No",100
20776,100,"No",100
20775,50,"Sí",50
20770,100,"No",100
20800,100,"No",100
20798,100,"No",100
20794,100,"No",100
20791,100,"No",100
20785,100,"No",100
20832,100,"No",100
20822,100,"No",100
20816,100,"No",100
20814,100,"Sí",100
20809,100,"No",100
20846,100,"No",100
20845,100,"No",100
20844,100,"No",100
20841,100,"No",100
20838,100,"No",100
20851,100,"No",100
20850,100,"No",100
20849,100,"No",100
20848,100,"No",100
20847,100,"No",100
20865,100,"No",100
20862,100,"No",100
20860,100,"No",100
20858,100,"No",100
20856,100,"No",100
20896,100,"No",100
20894,100,"No",100
20890,100,"No",100
20874,75,"Sí",75
20867,100,"No",100
20927,100,"No",100
20909,100,"No",100
20905,100,"No",100
20901,100,"No",100
20900,100,"No",100
20967,100,"No",100
20955,100,"No",100
20946,100,"No",100
20934,100,"No",100
20929,100,"No",100
20980,100,"No",100
20979,100,"No",100
20978,100,"No",100
20976,100,"No",100
20973,100,"No",100
20999,100,"No",100
20997,100,"No",100
20993,100,"No",100
20983,100,"No",100
20982,100,"No",100
21010,100,"No",100
21008,100,"No",100
21004,100,"No",100
21003,100,"No",100
21001,100,"No",100
21022,100,"No",100
21021,100,"No",100
21018,100,"No",100
21016,100,"No",100
21012,100,"No",100
21103,100,"No",100
21072,100,"No",100
21070,100,"No",100
21025,100,"No",100
21023,100,"No",100
21114,100,"No",100
21113,100,"No",100
21111,100,"No",100
21109,100,"No",100
21108,100,"No",100
21122,100,"No",100
21121,100,"No",100
21120,100,"No",100
21117,100,"No",100
21115,100,"No",100
21189,100,"No",100
21188,100,"No",100
21186,100,"No",100
21129,100,"Sí",100
21125,100,"No",100
21208,100,"No",100
21207,100,"No",100
21204,100,"No",100
21202,100,"No",100
21198,100,"No",100
21222,100,"No",100
21221,100,"No",100
21216,100,"No",100
21215,100,"No",100
21211,100,"No",100
21237,100,"No",100
21234,33.33,"Sí",33
21232,100,"No",100
21229,100,"No",100
21227,100,"Sí",100
21257,100,"No",100
21256,100,"No",100
21254,100,"No",100
21252,100,"No",100
21245,100,"No",100
21289,100,"No",100
21288,100,"No",100
21280,75,"Sí",75
21264,100,"No",100
21258,100,"No",100
21312,100,"No",100
21309,100,"No",100
21301,100,"No",100
21297,100,"No",100
21296,100,"No",100
21326,100,"No",100
21321,66.66,"Sí",67
21318,100,"No",100
21317,100,"No",100
21313,100,"No",100
21339,100,"No",100
21333,100,"No",100
21332,90.99,"Sí",91
21331,100,"No",100
21327,67,"Sí",67
21353,100,"No",100
21350,100,"No",100
21345,100,"No",100
21342,100,"No",100
21341,100,"No",100
21369,100,"No",100
21360,100,"No",100
21359,100,"No",100
21356,100,"No",100
21355,100,"No",100
21419,100,"No",100
21418,100,"No",100
21417,100,"No",100
21414,100,"No",100
21413,100,"No",100
21430,100,"No",100
21429,28.57,"Sí",29
21428,100,"Sí",100
21426,100,"No",100
21425,100,"No",100
21451,100,"No",100
21448,100,"No",100
21436,100,"No",100
21435,100,"No",100
21434,100,"Sí",100
21470,100,"No",100
21457,100,"No",100
21455,100,"No",100
21453,100,"No",100
21452,100,"No",100
21480,100,"No",100
21479,100,"No",100
21476,100,"No",100
21474,100,"No",100
21472,100,"No",100
21492,50,"Sí",50
21491,65.12,"Sí",65
21487,100,"No",100
21486,100,"No",100
21484,100,"No",100
21503,100,"No",100
21502,100,"No",100
21501,33.33,"Sí",33
21497,100,"No",100
21496,100,"No",100
21600,100,"No",100
21532,100,"No",100
21525,100,"No",100
21510,100,"No",100
21505,73.33,"Sí",73
21605,100,"No",100
21604,100,"No",100
21603,100,"No",100
21602,100,"No",100
21601,100,"No",100
21610,100,"No",100
21609,100,"No",100
21608,100,"No",100
21607,100,"No",100
21606,100,"No",100
21615,100,"No",100
21614,100,"No",100
21613,100,"No",100
21612,100,"No",100
21611,100,"No",100
21620,100,"No",100
21619,100,"No",100
21618,100,"No",100
21617,100,"No",100
21616,100,"No",100
21626,100,"No",100
21624,100,"No",100
21623,100,"No",100
21622,100,"No",100
21621,100,"No",100
21632,100,"No",100
21630,100,"No",100
21629,100,"No",100
21628,100,"No",100
21627,100,"No",100
21647,100,"No",100
21646,100,"No",100
21636,100,"No",100
21634,100,"No",100
21633,100,"No",100
21658,100,"No",100
21656,53.33,"Sí",53
21655,100,"Sí",100
21649,100,"No",100
21648,100,"No",100
21668,100,"No",100
21667,100,"No",100
21666,100,"No",100
21660,100,"No",100
21659,100,"No",100
21676,82,"Sí",82
21675,100,"No",100
21674,100,"No",100
21672,100,"No",100
21671,40,"Sí",40
21686,100,"No",100
21683,100,"No",100
21679,80,"Sí",80
21678,100,"No",100
21677,100,"Sí",100
21693,100,"No",100
21692,100,"No",100
21691,100,"No",100
21690,100,"No",100
21689,100,"No",100
21701,100,"No",100
21700,100,"No",100
21699,100,"No",100
21698,100,"No",100
21696,100,"No",100
21706,100,"No",100
21705,100,"No",100
21704,100,"No",100
21703,100,"No",100
21702,100,"No",100
21720,100,"No",100
21719,100,"No",100
21716,100,"No",100
21715,100,"No",100
21707,40.36,"Sí",40
